#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Ainotes


#Text=Ipak, nastavio je da radi na esperantu sve dok nije umro od srčanog udara 1921. godine.
751-15	22854-22861	nijedno	A	ADJ	_	_	nijedan	_	_	_	ENG30-02269039-a	1	ENG30-02269039-a	U ovom kontekstu, 'nijedno' se odnosi na to da ni jedno od primirja nije trajalo duže od nekoliko dana, što odgovara značenju 'koji je ne bilo koji'.	
751-16	22862-22864	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	
751-17	22865-22869	njih	PRO	PRON	_	_	ona	_	_	_	_	_	_	_	
751-18	22870-22874	nije	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
751-19	22875-22882	trajalo	V	VERB	_	_	trajati	_	_	_	ENG30-02618149-v	2	ENG30-02618149-v;ENG30-02704928-v	U ovom kontekstu, 'trajati' znači da nijedno primirje nije nastavilo da postoji duže od nekoliko dana, što odgovara značenju 'nastavljati da traje'.	
751-20	22883-22887	duže	ADV	ADV	_	_	duže	_	_	_	ENG30-00392690-b	1	ENG30-00392690-b	U ovom kontekstu, 'duže' se odnosi na trajanje u vremenu, odnosno nijedno primirje nije trajalo više dana, što odgovara značenju 'duže vreme'.	
751-21	22888-22890	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	
751-22	22891-22899	nekoliko	ADV	ADV	_	_	nekoliko	_	_	_	DRJ0-206395/1	2	DRJ0-206395/1;DRJ0-206395/2	U ovom kontekstu, 'nekoliko' označava neodređeno, ali svakako više od četiri dana, što odgovara prvom značenju.	
751-23	22900-22904	dana	N	NOUN	_	_	dan	_	_	_	ENG30-15157041-n	8	ENG30-14484516-n;ENG30-15123115-n;ENG30-15136453-n;ENG30-15155220-n;ENG30-15157041-n;ENG30-15157225-n;ENG30-15164957-n;ENG30-15208540-n	U ovom kontekstu, 'dana' označava broj uzastopnih perioda od ponoći do ponoći, što odgovara standardnom kalendarskom danu.	
751-24	22904-22905	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Ipak, u administrativne svrhe formirali su jedinstvenu pokrajinu.
752-1	22905-22909	Ipak	PAR	PART	_	_	ipak	_	_	_	_	_	_	_	
752-2	22909-22910	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
752-3	22911-22912	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
752-4	22913-22928	administrativne	A	ADJ	_	_	administrativan	_	_	_	ENG30-02904075-a	1	ENG30-02904075-a	U ovom kontekstu, 'administrativne' označava svrhe koje se tiču upravljanja ili organizacije, što odgovara značenju 'odnosi se na ili je odgovoran za administraciju'.	
752-5	22929-22934	svrhe	N	NOUN	_	_	svrha	_	_	_	ENG30-05982152-n	4	ENG30-05807012-n;ENG30-05982152-n;ENG30-05984066-n;ENG30-09179606-n	U ovom kontekstu, 'svrhe' se odnosi na nameru ili cilj zbog kojeg je formirana jedinstvena pokrajina, što odgovara značenju 'predviđeni ishod koji se namerava postići i koji vodi nečije planirano ponašanje'.	
752-6	22935-22944	formirali	V	VERB	_	_	formirati	_	_	_	ENG30-02448185-v	5	ENG30-00698256-v;ENG30-01619014-v;ENG30-02448185-v;ENG30-02621395-v;ENG30-02623906-v	U ovom kontekstu, 'formirali' znači stvorili jedinstvenu pokrajinu kao novi entitet u administrativne svrhe, što najpreciznije odgovara ovom značenju.	
752-7	22945-22947	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
752-8	22948-22959	jedinstvenu	A	ADJ	_	_	jedinstven	_	_	_	ENG30-02477885-a	7	ENG30-00505410-a;ENG30-00505853-a;ENG30-01389170-a;ENG30-02138911-a;ENG30-02139676-a;ENG30-02215087-a;ENG30-02477885-a	U ovom kontekstu, 'jedinstvenu' označava da je formirana jedna, nedeljiva pokrajina za administrativne svrhe, što odgovara značenju 'koji ima nedeljive osobine jedinice'.	
752-9	22960-22969	pokrajinu	N	NOUN	_	_	pokrajina	_	_	_	ENG30-08654360-n	3	ENG30-08546870-n;ENG30-08548733-n;ENG30-08654360-n	U kontekstu se govori o formiranju jedinstvene administrativne teritorije u okviru države, što najpreciznije odgovara značenju 'konstitutivno administrativno područje države'.	
752-10	22969-22970	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Prvi put posle deset godina u celoj Evropi zavladao je mir.
753-1	22970-22974	Prvi	A	ADJ	_	_	prvi	_	_	_	ENG30-01012855-a	6	ENG30-00228294-a;ENG30-01009206-a;ENG30-01009343-a;ENG30-01010862-a;ENG30-01012855-a;ENG30-01467919-a	U ovom kontekstu, 'prvi' označava da se nešto dešava po prvi put, odnosno da prethodi svim ostalim događajima tog tipa u vremenu.	
753-2	22975-22978	put	PAR	PART	_	_	put	_	_	_	_	_	_	_	
753-3	22979-22984	posle	PREP	ADP	_	_	posle	_	_	_	_	_	_	_	
753-4	22985-22990	deset	NUM	NUM	_	_	deset	_	_	_	_	_	_	_	
753-5	22991-22997	godina	N	NOUN	_	_	godina	_	_	_	ENG30-15203791-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	U ovom kontekstu, 'deset godina' označava vremenski period od deset uzastopnih godina, odnosno 365 (ili 366) dana puta deset, što odgovara ovom značenju.	
753-6	22998-22999	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
753-7	23000-23005	celoj	A	ADJ	_	_	ceo	_	_	_	ENG30-00514884-a	4	ENG30-00514884-a;ENG30-00520214-a;ENG30-00521584-a;ENG30-00522885-a	U ovom kontekstu, 'celoj Evropi' znači da je mir zavladao na teritoriji cele Evrope, bez izuzetka nijednog dela, što odgovara značenju 'koji uključuje sve delove bez izuzetka'.	
753-8	23006-23012	Evropi	N	PROPN	http://www.wikidata.org/entity/Q46	LOC	Evropa	_	_	_	_	_	_	_	
753-9	23013-23021	zavladao	V	VERB	_	_	zavladati	_	_	_	DRJ0-241307/1b.	5	DRJ0-241307/1a.;DRJ0-241307/1b.;DRJ0-241307/2a.;DRJ0-241307/2b.;DRJ0-241307/2v.	U ovom kontekstu, 'zavladao' znači da se mir raširio ili nastupio u celoj Evropi, što odgovara značenju 'raširiti se, uzeti maha; nastati'.	
753-10	23022-23024	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
753-11	23025-23028	mir	N	NOUN	_	_	mir	_	_	_	ENG30-13970236-n	7	ENG30-01064148-n;ENG30-04982207-n;ENG30-07515560-n;ENG30-13969700-n;ENG30-13970236-n;ENG30-14006179-n;ENG30-14011811-n	U ovom kontekstu, 'mir' se odnosi na stanje koje nastaje kada nema rata, što je jasno iz rečenice koja govori o Evropi posle deset godina.	
753-12	23028-23029	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=„Granma“ je zvanični glasnik Centralnog komiteta Komunističke partije Kube.
754-1	23029-23030	„	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	
754-2	23030-23036	Granma	F	X	http://www.wikidata.org/entity/Q1130158	WORK	Granma	_	_	_	_	_	_	_	
754-3	23036-23037	“	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	
754-4	23038-23040	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
754-5	23041-23049	zvanični	A	ADJ	_	_	zvaničan	_	_	_	ENG30-01634736-a	6	ENG30-00751838-a;ENG30-00940870-a;ENG30-01045216-a;ENG30-01633153-a;ENG30-01634736-a;ENG30-02991463-a	U ovom kontekstu, 'zvanični' znači da je 'Granma' službeno potvrđen ili priznat kao glasnik Centralnog komiteta Komunističke partije Kube.	
754-6	23050-23057	glasnik	N	NOUN	_	_	glasnik	_	_	_	DRJ0-232863/3	4	DRJ0-232863/1;DRJ0-232863/2;DRJ0-232863/2b.;DRJ0-232863/3	U ovom kontekstu, 'glasnik' se odnosi na zvaničnu publikaciju ili novine koje izdaje Centralni komitet, što odgovara značenju 'naziv ili deo naziva povremenih publikacija, časopisa; glasilo, novine'.	
754-7	23058-23068	Centralnog	A	ADJ	http://www.wikidata.org/entity/Q30914590[294]	ORG[294]	centralni	_	_	_	ENG30-00509915-a	3	ENG30-00509915-a;ENG30-00820458-a;ENG30-01277097-a	U ovom kontekstu, 'centralni' označava komitet koji je koncentrisan oko glavne, upravljačke tačke partije, što odgovara značenju 'koncentrisan ili grupisan oko centralne tačke ili svrhe'.	
754-8	23069-23077	komiteta	N	NOUN	http://www.wikidata.org/entity/Q30914590[294]	ORG[294]	komitet	_	_	_	DRJ0-195880/0b.	2	DRJ0-195880/0a.;DRJ0-195880/0b.	U ovom kontekstu, 'komitet' se odnosi na rukovodeće telo političke partije, konkretno Komunističke partije Kube, što odgovara značenju DRJ0-195880/0b.	
754-9	23078-23090	Komunističke	A	ADJ	http://www.wikidata.org/entity/Q30914590[294]	ORG[294]	komunistički	_	_	_	ENG30-02874876-a	1	ENG30-02874876-a	U ovom kontekstu, 'komunističke' opisuje partiju koja je zasnovana na ideologiji komunizma, što odgovara značenju 'odnosi se na ili je obeležen komunizmom'.	
754-10	23091-23098	partije	N	NOUN	http://www.wikidata.org/entity/Q30914590[294]	ORG[294]	partija	_	_	_	ENG30-08256968-n	1	ENG30-08256968-n	U ovom kontekstu, 'partija' se odnosi na političku organizaciju, konkretno Komunističku partiju Kube, čiji je cilj pribavljanje i održavanje političke moći.	
754-11	23099-23103	Kube	N	PROPN	http://www.wikidata.org/entity/Q30914590[294]	ORG[294]	Kuba	_	_	_	_	_	_	_	
754-12	23103-23104	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Istog meseca Oleskiv je kanadskom Odeljenju unutrašnjih poslova preporučio Genika za imigracionog agenta.
755-1	23104-23109	Istog	A	ADJ	_	_	isti	_	_	_	ENG30-02068476-a	4	ENG30-01410606-a;ENG30-01411065-a;ENG30-02062670-a;ENG30-02068476-a	U ovom kontekstu, 'istog meseca' znači da se radnja dešava u potpuno istom mesecu kao prethodno pomenuta, što odgovara značenju 'isti u identitetu'.	
755-2	23110-23116	meseca	N	NOUN	_	_	mesec	_	_	_	ENG30-15209413-n	6	ENG30-09358226-n;ENG30-09358550-n;ENG30-11484975-n;ENG30-15206296-n;ENG30-15207872-n;ENG30-15209413-n	U ovom kontekstu, 'mesec' se odnosi na jedan od dvanaest delova kalendarske godine, što je najpreciznije značenje u vezi sa vremenom kada je preporuka data.	
755-3	23117-23124	Oleskiv	N	PROPN	http://www.wikidata.org/entity/Q6285936	PERS	Oleskiv	_	_	_	_	_	_	_	
755-4	23125-23127	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
755-5	23128-23137	kanadskom	A	ADJ	*	DEMO	kanadski	_	_	_	ENG30-02982473-a	1	ENG30-02982473-a	Ovde 'kanadskom' označava da se Odeljenje unutrašnjih poslova nalazi u Kanadi ili pripada Kanadi, što odgovara značenju 'koji se odnosi na Kanadu i njene ljude'.	
755-6	23138-23147	Odeljenju	N	NOUN	http://www.wikidata.org/entity/Q3251781[295]	ORG[295]	odeljenje	_	_	_	ENG30-08220714-n	4	ENG30-02992032-n;ENG30-08220714-n;ENG30-08238463-n;ENG30-08672397-n	U ovom kontekstu, 'Odeljenje' se odnosi na administrativnu jedinicu u vladi, konkretno na kanadsko ministarstvo unutrašnjih poslova.	
755-7	23148-23159	unutrašnjih	A	ADJ	http://www.wikidata.org/entity/Q3251781[295]	ORG[295]	unutrašnji	_	_	_	ENG30-01038102-a	7	ENG30-00873113-a;ENG30-00948670-a;ENG30-00948985-a;ENG30-00951831-a;ENG30-00952867-a;ENG30-01038102-a;ENG30-01038332-a	U ovom kontekstu, 'unutrašnjih' se odnosi na poslove koji se tiču unutrašnjih stvari nacije, što je tipično značenje u nazivu državnih institucija kao što je 'Odeljenje unutrašnjih poslova'.	
755-8	23160-23167	poslova	N	NOUN	http://www.wikidata.org/entity/Q3251781[295]	ORG[295]	posao	_	_	_	ENG30-00575741-n	10	ENG30-00040804-n;ENG30-00575741-n;ENG30-00582388-n;ENG30-00584367-n;ENG30-00795720-n;ENG30-01096245-n;ENG30-01106808-n;ENG30-04602044-n;ENG30-05671325-n;ENG30-06572482-n	U ovom kontekstu, 'Odeljenje unutrašnjih poslova' označava državnu instituciju čija je aktivnost usmerena na obavljanje određenih zadataka, što odgovara značenju 'aktivnost koja je usmerena ka tome da se nešto uradi'.	
755-9	23168-23178	preporučio	V	VERB	_	_	preporučiti	_	_	_	ENG30-00882948-v	2	ENG30-00875141-v;ENG30-00882948-v	U ovom kontekstu, 'preporučiti' znači izraziti dobro mišljenje o Geniku kako bi ga predložio za određenu poziciju, što odgovara značenju 'izraziti dobro mišljenje o'.	
755-10	23179-23185	Genika	N	PROPN	http://www.wikidata.org/entity/Q550785	PERS	Genik	_	_	_	_	_	_	_	
755-11	23186-23188	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	
755-12	23189-23201	imigracionog	A	ADJ	_	_	imigracioni	_	_	_	RSSJ-16705/0	1	RSSJ-16705/0	U ovom kontekstu, 'imigracioni' opisuje agenta koji se bavi pitanjima useljavanja, što se direktno odnosi na značenje 'koji se odnosi na imigraciju; koji se tiče useljavanja u neku zemlju'.	
755-13	23202-23208	agenta	N	NOUN	*	ROLE	agent	_	_	_	ENG30-09777353-n	1	ENG30-09777353-n	U ovom kontekstu, 'agent' označava osobu koja radi za organizaciju (u ovom slučaju, imigracionu službu), što se poklapa sa ponuđenim značenjem.	
755-14	23208-23209	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Neke genetske varijante mogu izazvati astmu samo u kombinaciji sa specifičnim uslovima u okolini.
756-1	23209-23213	Neke	PRO	DET	_	_	neki	_	_	_	_	_	_	_	
756-2	23214-23222	genetske	A	ADJ	_	_	genetski	1[1124]	genetska varijanta[1124]	NID[1124]	CVMWE-0100[2178]	1[2178]	CVMWE-0100[2178]	U ovom kontekstu, 'genetska varijanta' se odnosi na razliku u DNK sekvenci kod ljudi, a ne na podtip mikroorganizma. Nijedno ponuđeno značenje ne odgovara upotrebi u rečenici.[2178]	
756-3	23223-23232	varijante	N	NOUN	_	_	varijanta	1[1124]	genetska varijanta[1124]	NID[1124]	CVMWE-0100[2178]	1[2178]	CVMWE-0100[2178]	U ovom kontekstu, 'genetska varijanta' se odnosi na razliku u DNK sekvenci kod ljudi, a ne na podtip mikroorganizma. Nijedno ponuđeno značenje ne odgovara upotrebi u rečenici.[2178]	
756-4	23233-23237	mogu	V	VERB	_	_	moći	_	_	_	ENG30-02523221-v	1	ENG30-02523221-v	U ovom kontekstu, 'moći' označava sposobnost ili mogućnost da se nešto desi, a ne istrajavanje ili uspevanje. Ponuđeno značenje ne odgovara upotrebi u rečenici.	
756-5	23238-23246	izazvati	V	VERB	_	_	izazvati	_	_	_	ENG30-01703701-v	11	ENG30-00503164-v;ENG30-00794079-v;ENG30-00868591-v;ENG30-01079480-v;ENG30-01629403-v;ENG30-01703701-v;ENG30-01760300-v;ENG30-02116118-v;ENG30-02116980-v;ENG30-02157100-v;ENG30-02554647-v	U ovom kontekstu, 'izazvati' znači 'uzrokovati da se nešto desi ili nastane', odnosno genetske varijante uzrokuju pojavu astme pod određenim uslovima.	
756-6	23247-23252	astmu	N	NOUN	_	_	astma	_	_	_	ENG30-14145911-n	1	ENG30-14145911-n	U ovom kontekstu, 'astma' se odnosi na respiratorni poremećaj koji može biti izazvan genetskim i okolinskim faktorima, što odgovara datom značenju.	
756-7	23253-23257	samo	ADV	ADV	_	_	samo	_	_	_	ENG30-00605114-b	6	ENG30-00004722-b;ENG30-00008600-b;ENG30-00011011-b;ENG30-00028797-b;ENG30-00158309-b;ENG30-00505114-b	U ovom kontekstu, 'samo' znači da se astma javlja isključivo u kombinaciji sa specifičnim uslovima, tj. nikada osim kada su ti uslovi prisutni, što odgovara značenju 'nikada osim kada'.	
756-8	23258-23259	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
756-9	23260-23271	kombinaciji	N	NOUN	_	_	kombinacija	_	_	_	ENG30-07963711-n	2	ENG30-00870453-n;ENG30-07963711-n	U ovom kontekstu, 'kombinacija' se odnosi na udruživanje genetskih varijanti i uslova iz okoline, što odgovara značenju grupe stvari koje su udružene.	
756-10	23272-23274	sa	PREP	ADP	_	_	sa	_	_	_	_	_	_	_	
756-11	23275-23286	specifičnim	A	ADJ	_	_	specifičan	_	_	_	ENG30-01103021-a	3	ENG30-00311044-a;ENG30-01103021-a;ENG30-02260362-a	U ovom kontekstu, 'specifičnim' označava uslove u okolini koji su posebni ili jedinstveni, a ne opšti, što odgovara značenju primenjljivosti na nešto posebno ili jedinstveno.	
756-12	23287-23295	uslovima	N	NOUN	_	_	uslov	_	_	_	ENG30-13920429-n	5	ENG30-05822746-n;ENG30-05892651-n;ENG30-06751974-n;ENG30-06770875-n;ENG30-13920429-n	U ovom kontekstu, 'uslovi' se odnose na način postojanja ili okolnosti u okolini koje utiču na pojavu astme, što odgovara značenju 'način postojanja ili oblik eszistencije osobe ili stvari'.	
756-13	23296-23297	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
756-14	23298-23305	okolini	N	NOUN	_	_	okolina	_	_	_	ENG30-13934596-n	2	ENG30-08539457-n;ENG30-13934596-n	U ovom kontekstu, 'okolina' se odnosi na skup specifičnih uslova koji utiču na pojavu astme, što odgovara značenju 'ukupnost uslova u neposrednom okruženju'.	
756-15	23305-23306	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Epoksidi su etri u kojima je atom kiseonika deo prstena od tri atoma.
757-1	23306-23314	Epoksidi	N	NOUN	_	_	epoksid	_	_	_	CVDf-189/0	1	CVDf-189/0	U kontekstu se epoksidi definišu kao etri sa tročlanim prstenom koji uključuje atom kiseonika, što precizno odgovara datom značenju.	
757-2	23315-23317	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
757-3	23318-23322	etri	N	NOUN	_	_	etar	_	_	_	ENG30-09553599-n	1	ENG30-09553599-n	Nijedno ponuđeno značenje ne odgovara jer se u kontekstu hemije 'etar' odnosi na organsko jedinjenje, a ponuđeno značenje opisuje mitološko božanstvo.	
757-4	23323-23324	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
757-5	23325-23331	kojima	PRO	DET	_	_	koji	_	_	_	_	_	_	_	
757-6	23332-23334	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
757-7	23335-23339	atom	N	NOUN	_	_	atom	_	_	_	ENG30-14619225-n	2	ENG30-14585519-n;ENG30-14619225-n	U ovom kontekstu, 'atom' se odnosi na najmanju komponentu hemijskog elementa (kiseonika) koja poseduje hemijska svojstva tog elementa, što je standardno značenje u hemiji.	
757-8	23340-23349	kiseonika	N	NOUN	_	_	kiseonik	_	_	_	ENG30-14648100-n	1	ENG30-14648100-n	U ovom kontekstu, 'kiseonik' se odnosi na hemijski element koji je deo molekula u epoksidima, što odgovara opisu bivalentnog nemetala iz ponuđenog značenja.	
757-9	23350-23353	deo	N	NOUN	_	_	deo	_	_	_	ENG30-05867413-n	7	ENG30-01085098-n;ENG30-03892891-n;ENG30-05867413-n;ENG30-05868954-n;ENG30-08548733-n;ENG30-09385911-n;ENG30-13289159-n	U ovom kontekstu, 'deo' označava jedan od elemenata koji zajedno čine celinu (prsten od tri atoma), što odgovara značenju 'jedan od delova u koje je nešto podeljeno i koji zajedno čine celinu'.	
757-10	23354-23361	prstena	N	NOUN	_	_	prsten	_	_	_	ENG30-09246883-n	4	ENG30-03533972-n;ENG30-04092609-n;ENG30-09246883-n;ENG30-13875392-n	U hemijskom kontekstu, 'prsten' se odnosi na lanac atoma koji formira zatvorenu petlju, što je tačno u opisu epoksida.	
757-11	23362-23364	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	
757-12	23365-23368	tri	NUM	NUM	_	_	tri	_	_	_	_	_	_	_	
757-13	23369-23374	atoma	N	NOUN	_	_	atom	_	_	_	ENG30-14619225-n	2	ENG30-14585519-n;ENG30-14619225-n	U ovom kontekstu, 'atom' se odnosi na najmanju komponentu hemijskog elementa, što je u skladu sa hemijskim opisom epoksida.	
757-14	23374-23375	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Neki geografi smatraju Evropu i Aziju jednim kontinentom, po imenu Evroazija.
758-1	23375-23379	Neki	PRO	DET	_	_	neki	_	_	_	_	_	_	_	
758-2	23380-23388	geografi	N	NOUN	http://www.wikidata.org/entity/Q901402	ROLE	geograf	_	_	_	ENG30-10127555-n	1	ENG30-10127555-n	U ovom kontekstu, 'geografi' se odnosi na stručnjake za geografiju koji iznose mišljenje o kontinentima, što precizno odgovara ponuđenom značenju.	
758-3	23389-23397	smatraju	V	VERB	_	_	smatrati	_	_	_	ENG30-00689950-v	4	ENG30-00683771-v;ENG30-00689950-v;ENG30-00693780-v;ENG30-00727901-v	U ovom kontekstu, 'smatraju' znači da geografi imaju određeno mišljenje o tome da su Evropa i Azija jedan kontinent, što odgovara značenju 'Imati o nečemu neko mišljenje.'	
758-4	23398-23404	Evropu	N	PROPN	http://www.wikidata.org/entity/Q46	LOC	Evropa	_	_	_	_	_	_	_	
758-5	23405-23406	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
758-6	23407-23412	Aziju	N	PROPN	http://www.wikidata.org/entity/Q48	LOC	Azija	_	_	_	_	_	_	_	
758-7	23413-23419	jednim	NUM	NUM	_	_	jedan	_	_	_	_	_	_	_	
758-8	23420-23431	kontinentom	N	NOUN	_	_	kontinent	_	_	_	ENG30-09254614-n	1	ENG30-09254614-n	U ovom kontekstu, 'kontinent' se odnosi na veliku kopnenu masu koja obuhvata Evropu i Aziju, što odgovara ponuđenom značenju.	
758-9	23431-23432	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
758-10	23433-23435	po	PREP	ADP	_	_	po	1[1125]	po imenu[1125]	AdvID[1125]	LLM-0173[2179]	1[2179]	LLM-0173[2179]	U ovom kontekstu, 'po imenu' znači da se kontinent naziva Evroazija, što odgovara značenju 'zove se; nazvan'.[2179]	
758-11	23436-23441	imenu	N	NOUN	_	_	ime	1[1125]	po imenu[1125]	AdvID[1125]	LLM-0173[2179]	1[2179]	LLM-0173[2179]	U ovom kontekstu, 'po imenu' znači da se kontinent naziva Evroazija, što odgovara značenju 'zove se; nazvan'.[2179]	
758-12	23442-23451	Evroazija	N	PROPN	http://www.wikidata.org/entity/Q5401	LOC	Evroazija	_	_	_	_	_	_	_	
758-13	23451-23452	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Infekcija drugih organa može izazvati širok spektar simptoma.
759-1	23452-23461	Infekcija	N	NOUN	_	_	infekcija	_	_	_	ENG30-13498404-n	2	ENG30-07360647-n;ENG30-13498404-n	U ovom kontekstu, 'infekcija' se odnosi na medicinsko stanje kada patogeni mikroorganizmi napadaju organe, što može izazvati simptome, pa je ovo značenje najpreciznije.	
759-2	23462-23468	drugih	A	ADJ	_	_	drugi	_	_	_	ENG30-02070188-a	4	ENG30-00048858-a;ENG30-02070030-a;ENG30-02070188-a;ENG30-02202146-a	U ovom kontekstu, 'drugih' označava organe koji nisu prvi pomenuti ili nisu primarni, već neke druge, što odgovara značenju 'ne baš onaj koji je prvo pomenut ili ne od najveće važnosti; neki drugi.'	
759-3	23469-23475	organa	N	NOUN	_	_	organ	_	_	_	ENG30-05297523-n	2	ENG30-05297523-n;ENG30-08349350-n	U ovom kontekstu, 'organa' se odnosi na delove tela životinja (ili ljudi) koji mogu biti pogođeni infekcijom, što odgovara značenju biološke strukturne ili funkcionalne jedinice.	
759-4	23476-23480	može	V	VERB	_	_	moći	_	_	_	ENG30-02523221-v	1	ENG30-02523221-v	U ovom kontekstu, 'može' označava mogućnost ili potencijal da se nešto desi, a ne istrajavanje ili uspevanje, pa ponuđeno značenje nije odgovarajuće.	
759-5	23481-23489	izazvati	V	VERB	_	_	izazvati	_	_	_	ENG30-01703701-v	11	ENG30-00503164-v;ENG30-00794079-v;ENG30-00868591-v;ENG30-01079480-v;ENG30-01629403-v;ENG30-01703701-v;ENG30-01760300-v;ENG30-02116118-v;ENG30-02116980-v;ENG30-02157100-v;ENG30-02554647-v	U ovom kontekstu, 'izazvati' znači 'uzrokovati da se nešto desi ili nastane', odnosno infekcija uzrokuje pojavu simptoma.	
759-6	23490-23495	širok	A	ADJ	_	_	širok	_	_	_	ENG30-00526062-a	6	ENG30-00526062-a;ENG30-01101391-a;ENG30-01101891-a;ENG30-01384212-a;ENG30-02560548-a;ENG30-02563068-a	Ovde 'širok' označava raznovrsnost i obimnost simptoma, tj. da infekcija može izazvati mnogo različitih simptoma, što odgovara značenju 'širok u obimu ili sadržaju'.	
759-7	23496-23503	spektar	N	NOUN	_	_	spektar	_	_	_	ENG30-11420831-n	1	ENG30-11420831-n	U ovom kontekstu, 'spektar' se koristi u značenju 'raspon' ili 'raznovrsnost', a ponuđeno značenje se odnosi isključivo na fizički spektar talasa, što ovde nije primenjivo.	
759-8	23504-23512	simptoma	N	NOUN	_	_	simptom	_	_	_	ENG30-14299637-n	2	ENG30-14299637-n;ENG30-14301785-n	U ovom kontekstu, 'simptomi' se odnose na različite subjektivne osećaje ili promene koje pacijent može doživeti usled infekcije, što odgovara definiciji ovog značenja.	
759-9	23512-23513	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	
